document,requirement,change,old_text,new_text,old_text_sha256,new_text_sha256
GR-TC1-Charter,TC-021,unchanged,"A legal or institutional profile shall state its jurisdiction or forum, target action, relevant sources and status, claimed authority, temporal scope, unresolved conflicts, and reviewing competence. Generic technical conformance shall not replace assessment of actual applicability.","A legal or institutional profile shall state its jurisdiction or forum, target action, relevant sources and status, claimed authority, temporal scope, unresolved conflicts, and reviewing competence. Generic technical conformance shall not replace assessment of actual applicability.",39e097fdd52338cfe5b2b1a4344dc5eb5f650bc2234b5b527b4fb382a2c9ef92,39e097fdd52338cfe5b2b1a4344dc5eb5f650bc2234b5b527b4fb382a2c9ef92
GR-TC1-Charter,TC-022,unchanged,"A policy proposal arising from committee work shall follow the separate policy-publication route and compare plausible institutional options, including existing infrastructure or deferral when relevant. The committee shall not present participation in technical review as assent to a policy recommendation.","A policy proposal arising from committee work shall follow the separate policy-publication route and compare plausible institutional options, including existing infrastructure or deferral when relevant. The committee shall not present participation in technical review as assent to a policy recommendation.",1e11775eaf3c9f19f9ca70bcdbbe504793302a91636bbc795f523620b63742ef,1e11775eaf3c9f19f9ca70bcdbbe504793302a91636bbc795f523620b63742ef
GR-TC1-Charter,TC-023,unchanged,"Before a pilot begins, its record shall identify the case and baseline, questions and success criteria, participants and actual authority, material and access permissions, resource burden, anticipated harms, challenge and correction routes, stop conditions, and responsible reviewers. Synthetic cases shall be labelled synthetic.","Before a pilot begins, its record shall identify the case and baseline, questions and success criteria, participants and actual authority, material and access permissions, resource burden, anticipated harms, challenge and correction routes, stop conditions, and responsible reviewers. Synthetic cases shall be labelled synthetic.",7a1d8c37c8ac89b7cfb2cd7f26c9d5dcea811646f3eb821d266c47169a678e0a,7a1d8c37c8ac89b7cfb2cd7f26c9d5dcea811646f3eb821d266c47169a678e0a
GR-TC1-Charter,TC-024,unchanged,"The initial coordinated demonstration shall exercise a claim and its grounds, a consequential relation or contribution, an alternative or challenge, a reasoned response, a historical revision, a protected or unavailable record, and a presentation that makes their distinct status understandable.","The initial coordinated demonstration shall exercise a claim and its grounds, a consequential relation or contribution, an alternative or challenge, a reasoned response, a historical revision, a protected or unavailable record, and a presentation that makes their distinct status understandable.",c47a9f956b877964f6d24e1cb3df66fee42517a021968b2f0a6272f5f2bb6a0a,c47a9f956b877964f6d24e1cb3df66fee42517a021968b2f0a6272f5f2bb6a0a
GR-TC1-Charter,TC-025,unchanged,"Pilot findings shall report failed tasks, missing or conflicting evidence, excluded participants, unmet assumptions, and burdens alongside successful behavior. The committee shall trace each material finding to a requirement change, retained decision with reasons, further inquiry, or scope limitation.","Pilot findings shall report failed tasks, missing or conflicting evidence, excluded participants, unmet assumptions, and burdens alongside successful behavior. The committee shall trace each material finding to a requirement change, retained decision with reasons, further inquiry, or scope limitation.",2bb6fdb92fdf882311d387f3992526468f3a36ca39d05ed1f42d62abe8498798,2bb6fdb92fdf882311d387f3992526468f3a36ca39d05ed1f42d62abe8498798
GR-TC1-Charter,TC-026,unchanged,"A conformance proposal shall identify the assessed subject, edition, profile, applicable requirements, methods, evidence, unresolved findings, and limits of the resulting claim. Syntax checks, semantic interoperability, procedural compliance, usability, and substantive warrant shall receive distinguishable results.","A conformance proposal shall identify the assessed subject, edition, profile, applicable requirements, methods, evidence, unresolved findings, and limits of the resulting claim. Syntax checks, semantic interoperability, procedural compliance, usability, and substantive warrant shall receive distinguishable results.",36187c9f251814a83de611a5216e54e77b3efc801ec8a163115cb7c821c1e883,36187c9f251814a83de611a5216e54e77b3efc801ec8a163115cb7c821c1e883
GR-TC1-Charter,TC-027,unchanged,The committee shall substantiate an interoperability claim with independent implementation or exchange evidence appropriate to the claim. A single internally consistent prototype shall be reported as such.,The committee shall substantiate an interoperability claim with independent implementation or exchange evidence appropriate to the claim. A single internally consistent prototype shall be reported as such.,26296eba028f5f0fc73e7d81704b4509a43c8e7e7e39a30d39ec85bf1a4caefb,26296eba028f5f0fc73e7d81704b4509a43c8e7e7e39a30d39ec85bf1a4caefb
GR-TC1-Charter,TC-028,unchanged,"For each requested progression decision, the convenor shall assemble the current draft, requirement and source trace, comment dispositions, unresolved objections, multidisciplinary findings, pilot or other assessment evidence, rights-clearance status, and maintenance proposal. The programme decision authority shall apply Directives Part 1.","For each requested progression decision, the convenor shall assemble the current draft, requirement and source trace, comment dispositions, unresolved objections, multidisciplinary findings, pilot or other assessment evidence, rights-clearance status, and maintenance proposal. The programme decision authority shall apply Directives Part 1.",0c6fc8ac637b8fe1a84f832d20b2d55f74ebe17299d788d6af5fdd44870460b8,0c6fc8ac637b8fe1a84f832d20b2d55f74ebe17299d788d6af5fdd44870460b8
GR-TC1-Charter,TC-029,unchanged,"The committee shall retain a link from a corrected or superseded requirement to the prior text, reason, decision, affected dependencies, and migration consequence. Historical decisions shall remain distinguishable from the current authoritative edition.","The committee shall retain a link from a corrected or superseded requirement to the prior text, reason, decision, affected dependencies, and migration consequence. Historical decisions shall remain distinguishable from the current authoritative edition.",1633d165767e2de4ffae780f1b1ee0d91db8befefb4f865da8b3f9c675203123,1633d165767e2de4ffae780f1b1ee0d91db8befefb4f865da8b3f9c675203123
GR-TC1-Charter,TC-030,unchanged,"The committee shall submit scope, participation, resource, and outstanding-risk information at its mandate review and when material conditions change. An inactive or unstaffed work item shall receive an explicit status and continuity disposition.","The committee shall submit scope, participation, resource, and outstanding-risk information at its mandate review and when material conditions change. An inactive or unstaffed work item shall receive an explicit status and continuity disposition.",c42f63a41c93cb2ca98eebdf1647c8d920deb6bb2ecd8c74880c18223a44bbd3,c42f63a41c93cb2ca98eebdf1647c8d920deb6bb2ecd8c74880c18223a44bbd3
GR-TC1-Charter,TC-031,unchanged,The convenor shall record the governance editions applicable to committee work and identify unresolved conflicts before dependent action. A new draft or external source shall not change an operative committee obligation by implication.,The convenor shall record the governance editions applicable to committee work and identify unresolved conflicts before dependent action. A new draft or external source shall not change an operative committee obligation by implication.,02be2d8c430f938f17e1022be10187c777313dfee7ddc88293382ab1fdd1aed7,02be2d8c430f938f17e1022be10187c777313dfee7ddc88293382ab1fdd1aed7
GR-TC1-Charter,TC-032,unchanged,"On acceptance of a work item, the convenor shall create a project record linking the authorized proposal, actual decision, bounded outputs, accepted assignments, resources, milestones, dependencies, and unresolved conditions. The record shall distinguish preliminary drafting already performed from work formally authorized.","On acceptance of a work item, the convenor shall create a project record linking the authorized proposal, actual decision, bounded outputs, accepted assignments, resources, milestones, dependencies, and unresolved conditions. The record shall distinguish preliminary drafting already performed from work formally authorized.",276b3b6f0583de07bd2348a20fe953f27f0009561393567ce6a58f15d7be3517,276b3b6f0583de07bd2348a20fe953f27f0009561393567ce6a58f15d7be3517
GR-TC1-Charter,TC-033,unchanged,"Before scheduling a progression review, the convenor shall verify that the work remains within its mandate, that required responsibilities are staffed, and that necessary evidence is available. A scope or capacity defect shall receive correction, narrowing, or deferral rather than an unsupported stage label.","Before scheduling a progression review, the convenor shall verify that the work remains within its mandate, that required responsibilities are staffed, and that necessary evidence is available. A scope or capacity defect shall receive correction, narrowing, or deferral rather than an unsupported stage label.",c0dc08a0b6b2fa4f31514332c6019695b2a3b765cee8f408e569d1a7d6e83277,c0dc08a0b6b2fa4f31514332c6019695b2a3b765cee8f408e569d1a7d6e83277
GR-TC1-Charter,TC-034,unchanged,"The committee shall maintain a dependency register identifying each shared concept, requirement, interface, profile, or artifact; its responsible publication and owner; its exact version; and the consequence of change. Competing normative homes shall be resolved before the affected requirement is stabilized.","The committee shall maintain a dependency register identifying each shared concept, requirement, interface, profile, or artifact; its responsible publication and owner; its exact version; and the consequence of change. Competing normative homes shall be resolved before the affected requirement is stabilized.",c0eeff26a99dd9a15248e4a74a501acdbbc013f244e5daadc1dd7eeaea9ce650,c0eeff26a99dd9a15248e4a74a501acdbbc013f244e5daadc1dd7eeaea9ce650
GR-TC1-Charter,TC-035,unchanged,"For a coordination issue, the convenor shall identify affected editors and reviewers, record alternatives and semantic or institutional consequences, and seek an explicit decision within the appropriate authority. Technical convenience shall not resolve a normative, legal, or theoretical disagreement without that decision.","For a coordination issue, the convenor shall identify affected editors and reviewers, record alternatives and semantic or institutional consequences, and seek an explicit decision within the appropriate authority. Technical convenience shall not resolve a normative, legal, or theoretical disagreement without that decision.",f994081438e26ca4d6e0ac2ca5cf968b9ef45ab2a617c3bf51775b6867388a7e,f994081438e26ca4d6e0ac2ca5cf968b9ef45ab2a617c3bf51775b6867388a7e
GR-TC1-Charter,TC-036,unchanged,"A split, merger, pause, or termination of a work item shall identify the fate of requirement identifiers, comments, evidence, responsibilities, dependencies, and publication expectations. The programme decision authority shall authorize the revised scope before dependent formal progression.","A split, merger, pause, or termination of a work item shall identify the fate of requirement identifiers, comments, evidence, responsibilities, dependencies, and publication expectations. The programme decision authority shall authorize the revised scope before dependent formal progression.",bbf20a5321e8fb0710288c6f253139a6d93368292c96cd821aab23348ee0fa93,bbf20a5321e8fb0710288c6f253139a6d93368292c96cd821aab23348ee0fa93
GR-TC1-Charter,TC-037,unchanged,"A Specification proposal shall identify the candidate requirement it supports, the need for a reusable technical contract, implementation alternatives, version assumptions, and the evidence expected from a prototype. An institutional procedure shall identify its actual authority separately from protocol mechanics.","A Specification proposal shall identify the candidate requirement it supports, the need for a reusable technical contract, implementation alternatives, version assumptions, and the evidence expected from a prototype. An institutional procedure shall identify its actual authority separately from protocol mechanics.",99621e23d911e6abc8563ba0ae534bc451966c8b5ca04b94bc86a1bc5b590bf3,99621e23d911e6abc8563ba0ae534bc451966c8b5ca04b94bc86a1bc5b590bf3
GR-TC1-Charter,TC-038,unchanged,"Before treating a protocol draft as ready for implementation, its editor shall define participants, inputs, preconditions, state transitions, observable outcomes, refusals, failures, recovery, authorization boundaries, and responsibility for interrupted or conflicting operations. Unresolved behavior shall be marked and excluded from unsupported completeness claims.","Before treating a protocol draft as ready for implementation, its editor shall define participants, inputs, preconditions, state transitions, observable outcomes, refusals, failures, recovery, authorization boundaries, and responsibility for interrupted or conflicting operations. Unresolved behavior shall be marked and excluded from unsupported completeness claims.",8ab0940dd44df8dd96d5bcb76fd51b96db6264a50042193f5345478b745dfed8,8ab0940dd44df8dd96d5bcb76fd51b96db6264a50042193f5345478b745dfed8
GR-TC1-Charter,TC-039,unchanged,"An editor shall accept responsibility for the deliverable's current baseline, change record, source and requirement trace, pending comments, and progression evidence. A reviewer shall accept a bounded assessment assignment rather than an unspecified endorsement of the entire publication.","An editor shall accept responsibility for the deliverable's current baseline, change record, source and requirement trace, pending comments, and progression evidence. A reviewer shall accept a bounded assessment assignment rather than an unspecified endorsement of the entire publication.",f079f03a6d76f6cf83010e9f785615067e26bc97685ecdfb19ccc2af1f99bf79,f079f03a6d76f6cf83010e9f785615067e26bc97685ecdfb19ccc2af1f99bf79
GR-TC1-Charter,TC-040,unchanged,"The convenor shall compare each work item's planned drafting, review, accessibility, protection, and maintenance tasks with actual participant capacity. A shortage affecting mandatory evidence or a safeguard shall change the schedule or scope and be reported to the programme decision authority.","The convenor shall compare each work item's planned drafting, review, accessibility, protection, and maintenance tasks with actual participant capacity. A shortage affecting mandatory evidence or a safeguard shall change the schedule or scope and be reported to the programme decision authority.",66dddc226b55a45eef997e41d9a46506e8441ad9d29a4c938c848dd8f04756ff,66dddc226b55a45eef997e41d9a46506e8441ad9d29a4c938c848dd8f04756ff
GR-TC1-Charter,TC-041,unchanged,"For a substantive committee discussion, the convenor shall circulate the purpose, input versions, questions, expected output, access arrangements, and route for asynchronous contributions before the decision is taken. Participants unable to attend shall have the applicable opportunity to contribute under Directives Part 1.","For a substantive committee discussion, the convenor shall circulate the purpose, input versions, questions, expected output, access arrangements, and route for asynchronous contributions before the decision is taken. Participants unable to attend shall have the applicable opportunity to contribute under Directives Part 1.",793931cac1ad9395ed5f8a95d1e037f91c70ed4cb725d07c4d32c8421002c04b,793931cac1ad9395ed5f8a95d1e037f91c70ed4cb725d07c4d32c8421002c04b
GR-TC1-Charter,TC-042,unchanged,"The discussion record shall distinguish persons present from represented institutions, information reported from findings accepted, and recommendations from authorized decisions. Material reasons, alternatives, objections, actions, owners, and affected baseline versions shall be recorded.","The discussion record shall distinguish persons present from represented institutions, information reported from findings accepted, and recommendations from authorized decisions. Material reasons, alternatives, objections, actions, owners, and affected baseline versions shall be recorded.",c33842dc6d2aa14e9398f9484c75edd0221a88282f0c9e230160b83f4b938ae8,c33842dc6d2aa14e9398f9484c75edd0221a88282f0c9e230160b83f4b938ae8
GR-TC1-Charter,TC-043,unchanged,"Where new material changes the basis of a proposed decision during a meeting, the chair shall identify the change and apply the relevant further-review procedure. Attendance or an informal show of support shall not replace required notice, reply, or ballot.","Where new material changes the basis of a proposed decision during a meeting, the chair shall identify the change and apply the relevant further-review procedure. Attendance or an informal show of support shall not replace required notice, reply, or ballot.",e2c058c187d2df1d55f75a2e6ab782131f6dd256260e4c2b6b082d8fa1cdd8bb,e2c058c187d2df1d55f75a2e6ab782131f6dd256260e4c2b6b082d8fa1cdd8bb
GR-TC1-Charter,TC-044,unchanged,"An editor or working-group handover shall provide the current baseline, requirement and source registers, unresolved comments and findings, dependencies, permissions, build or assessment instructions, and pending deadlines. The convenor shall verify receipt and record any gap before further reliance on the work.","An editor or working-group handover shall provide the current baseline, requirement and source registers, unresolved comments and findings, dependencies, permissions, build or assessment instructions, and pending deadlines. The convenor shall verify receipt and record any gap before further reliance on the work.",9437b6cb03240769e18c06f8c394107103c8de012ae9d7c61da5fea66bf3c0c6,9437b6cb03240769e18c06f8c394107103c8de012ae9d7c61da5fea66bf3c0c6
GR-TC1-Charter,TC-045,unchanged,"A working group that has no accepted lead or capacity to discharge its mandate shall be reported as inactive or pending reassignment. Its outputs shall retain their actual maturity, and unfinished responsibilities shall be reassigned or explicitly deferred.","A working group that has no accepted lead or capacity to discharge its mandate shall be reported as inactive or pending reassignment. Its outputs shall retain their actual maturity, and unfinished responsibilities shall be reassigned or explicitly deferred.",06f0e804dc830e2696fff96898081eae15c81240d557e231439f68cfb8dcefdd,06f0e804dc830e2696fff96898081eae15c81240d557e231439f68cfb8dcefdd
GR-TC1-Charter,TC-046,unchanged,"The source register shall distinguish source wording, editorial paraphrase, historical variant, operational proposal, and accepted programme decision. Each material interpretation shall identify the relevant passage and version, verification status, and unresolved difference.","The source register shall distinguish source wording, editorial paraphrase, historical variant, operational proposal, and accepted programme decision. Each material interpretation shall identify the relevant passage and version, verification status, and unresolved difference.",58dab052a43e8da70349aed4d9931093e5d98c89ad698fe60874a118ca905c4f,58dab052a43e8da70349aed4d9931093e5d98c89ad698fe60874a118ca905c4f
GR-TC1-Charter,TC-047,unchanged,"When a source is revised, newly available, or found to have been misinterpreted, the editor shall identify affected definitions and requirements, assess the consequence, and submit necessary changes through the appropriate procedure. Earlier interpretations and the reason for revision shall remain traceable.","When a source is revised, newly available, or found to have been misinterpreted, the editor shall identify affected definitions and requirements, assess the consequence, and submit necessary changes through the appropriate procedure. Earlier interpretations and the reason for revision shall remain traceable.",c196e8a632aa0003ef07c46a6a771bc0b90b4d493a977ba0d0971dac6eb3cfae,c196e8a632aa0003ef07c46a6a771bc0b90b4d493a977ba0d0971dac6eb3cfae
GR-TC1-Charter,TC-048,unchanged,"For each candidate requirement, the editor shall identify the responsible actor or subject, applicability condition, required outcome, assessment method, evidence expectation, source or operational rationale, and related issue or decision. A requirement with unresolved scope or testability shall retain a visible development issue.","For each candidate requirement, the editor shall identify the responsible actor or subject, applicability condition, required outcome, assessment method, evidence expectation, source or operational rationale, and related issue or decision. A requirement with unresolved scope or testability shall retain a visible development issue.",a6f27ba9cddaaef9b550315ef1ad63ffcab837690c890b893ae48bb967c6cca4,a6f27ba9cddaaef9b550315ef1ad63ffcab837690c890b893ae48bb967c6cca4
GR-TC1-Charter,TC-049,unchanged,"The editor shall separate independently assessable obligations where one result would conceal different applicability or failure. Recommendations, examples, and explanatory theory shall remain distinguishable from mandatory provisions.","The editor shall separate independently assessable obligations where one result would conceal different applicability or failure. Recommendations, examples, and explanatory theory shall remain distinguishable from mandatory provisions.",917577bfcefd54cb21a415c422db6be36c960364a70e3125af1a1cfe44fd6c02,917577bfcefd54cb21a415c422db6be36c960364a70e3125af1a1cfe44fd6c02
GR-TC1-Charter,TC-050,unchanged,"Before stabilizing a requirement baseline, the review group shall examine examples, counterexamples, unknown or unavailable information, restricted records, and relevant conflicting interpretations. Required uncertainty declarations shall not be replaced by invented information to complete a record.","Before stabilizing a requirement baseline, the review group shall examine examples, counterexamples, unknown or unavailable information, restricted records, and relevant conflicting interpretations. Required uncertainty declarations shall not be replaced by invented information to complete a record.",75851e17f2b4de549c9e567658cf1f17b49cf4c981ce74c796a71e83b56194aa,75851e17f2b4de549c9e567658cf1f17b49cf4c981ce74c796a71e83b56194aa
GR-TC1-Charter,TC-051,unchanged,"The requirement-to-assessment register shall identify which findings arise from automated checks, observed human tasks, documentary review, independent implementation, or substantive expert judgment. The reported result shall not claim evidence beyond what the chosen method establishes.","The requirement-to-assessment register shall identify which findings arise from automated checks, observed human tasks, documentary review, independent implementation, or substantive expert judgment. The reported result shall not claim evidence beyond what the chosen method establishes.",a7c38c8d06bbce78147d03da67dc94a1df5d5500af6beac9d60e2c2929e0d464,a7c38c8d06bbce78147d03da67dc94a1df5d5500af6beac9d60e2c2929e0d464
GR-TC1-Charter,TC-052,unchanged,"A proposed profile shall identify inherited requirements, additions, permitted restrictions, applicability, and assessment consequences. The editor shall identify any divergence that prevents unqualified parent conformance and propose an appropriately bounded claim.","A proposed profile shall identify inherited requirements, additions, permitted restrictions, applicability, and assessment consequences. The editor shall identify any divergence that prevents unqualified parent conformance and propose an appropriately bounded claim.",2b0fc024757fb61630dcb25d41940854eb2bb5f1459873b7b7995d9e6d76b777,2b0fc024757fb61630dcb25d41940854eb2bb5f1459873b7b7995d9e6d76b777
GR-TC1-Charter,TC-053,unchanged,"An asserted external mapping shall identify direction, supported distinctions, unsupported cases, loss, and the exact tested source versions. An untested mapping shall be labelled proposed rather than interoperable.","An asserted external mapping shall identify direction, supported distinctions, unsupported cases, loss, and the exact tested source versions. An untested mapping shall be labelled proposed rather than interoperable.",30cac3d52532b3a767fcd9d43bd17d89acf35b36471dcc110e85aecfdcaca540,30cac3d52532b3a767fcd9d43bd17d89acf35b36471dcc110e85aecfdcaca540
GR-TC1-Charter,TC-054,unchanged,"The review plan shall state the questions, needed competence and affected perspectives, evidence, review independence sought, access arrangements, and decision points for each applicable domain. It shall distinguish non-applicability from unavailable review capacity.","The review plan shall state the questions, needed competence and affected perspectives, evidence, review independence sought, access arrangements, and decision points for each applicable domain. It shall distinguish non-applicability from unavailable review capacity.",78548902d851d0686b4d53475be84a7da97fb5aecc50f5be325d1ca841f05cf5,78548902d851d0686b4d53475be84a7da97fb5aecc50f5be325d1ca841f05cf5
GR-TC1-Charter,TC-055,unchanged,"Each domain reviewer shall classify a finding by the affected requirement or assumption, evidence and uncertainty, consequence for the proposed decision, and proposed disposition. A disagreement about values or policy shall be identified as such rather than converted into an unexplained technical defect.","Each domain reviewer shall classify a finding by the affected requirement or assumption, evidence and uncertainty, consequence for the proposed decision, and proposed disposition. A disagreement about values or policy shall be identified as such rather than converted into an unexplained technical defect.",ff9f687afc4f525aebf0a14c0ca93b40919d1ffdebdf376a51e806010682b191,ff9f687afc4f525aebf0a14c0ca93b40919d1ffdebdf376a51e806010682b191
GR-TC1-Charter,TC-056,unchanged,"The editor shall respond to each material finding with acceptance, modification, reasoned non-acceptance, or deferral, linking the resulting text or action. A deferred finding shall retain an owner, next action, and explanation of whether progression is prevented.","The editor shall respond to each material finding with acceptance, modification, reasoned non-acceptance, or deferral, linking the resulting text or action. A deferred finding shall retain an owner, next action, and explanation of whether progression is prevented.",4ca7d1cb9be1573b8578f0bc8b44c14ad42821914dbde7ff8ab4c07ce3006bf4,4ca7d1cb9be1573b8578f0bc8b44c14ad42821914dbde7ff8ab4c07ce3006bf4
GR-TC1-Charter,TC-057,unchanged,"Where reviewers disagree across domains, the convenor shall preserve their respective questions, evidence, competence, and reasons and obtain a decision from the authority competent for the matter. A technical majority shall not substitute for an absent legal mandate or resolve a philosophical source conflict by assertion.","Where reviewers disagree across domains, the convenor shall preserve their respective questions, evidence, competence, and reasons and obtain a decision from the authority competent for the matter. A technical majority shall not substitute for an absent legal mandate or resolve a philosophical source conflict by assertion.",7e11373121950e33264ab6c6cacc9fca5612e70cd9dd34826d112829ef131c06,7e11373121950e33264ab6c6cacc9fca5612e70cd9dd34826d112829ef131c06
GR-TC1-Charter,TC-058,unchanged,"Before recommending progression, the convenor shall verify that material findings and replies have been considered and that mandatory authority, evidence, rights, and protection conditions are satisfied. A decision to narrow scope shall identify the excluded behavior and prevent it from appearing in the resulting conformance claim.","Before recommending progression, the convenor shall verify that material findings and replies have been considered and that mandatory authority, evidence, rights, and protection conditions are satisfied. A decision to narrow scope shall identify the excluded behavior and prevent it from appearing in the resulting conformance claim.",270fd6949d08904c071a2a6415492a33e9a3be588a42a819c734ad75e7388583,270fd6949d08904c071a2a6415492a33e9a3be588a42a819c734ad75e7388583
GR-TC1-Charter,TC-059,unchanged,"A jurisdictional or institutional reviewer shall distinguish a party's assertion, an applicable source identified by the reviewer, an institution's operative decision, and an unresolved interpretation. The profile shall state the temporal and contextual limits of that review.","A jurisdictional or institutional reviewer shall distinguish a party's assertion, an applicable source identified by the reviewer, an institution's operative decision, and an unresolved interpretation. The profile shall state the temporal and contextual limits of that review.",9b6a60fdd68503e8d3ed0d61f0de81f27b425ece2c1b58107ea0fb4743c589de,9b6a60fdd68503e8d3ed0d61f0de81f27b425ece2c1b58107ea0fb4743c589de
GR-TC1-Charter,TC-060,unchanged,"For an institutional or international-policy proposal, the committee shall identify which technical findings are evidence for the proposal and which recommendations concern mandate, funding, distribution, oversight, or adoption choices. Unaccepted institutional participation shall remain prospective.","For an institutional or international-policy proposal, the committee shall identify which technical findings are evidence for the proposal and which recommendations concern mandate, funding, distribution, oversight, or adoption choices. Unaccepted institutional participation shall remain prospective.",6f43a2ed264a35301082aba2298803b7b5d38ef4e41c2a4c303b7ecc74de9722,6f43a2ed264a35301082aba2298803b7b5d38ef4e41c2a4c303b7ecc74de9722
GR-TC1-Charter,TC-061,unchanged,"The pilot plan shall pin the requirement baseline, artifacts, scenario, input material, evaluation tasks, expected results, assessors, and comparison baseline before results are interpreted. A change during the exercise shall identify the reason and its effect on comparability.","The pilot plan shall pin the requirement baseline, artifacts, scenario, input material, evaluation tasks, expected results, assessors, and comparison baseline before results are interpreted. A change during the exercise shall identify the reason and its effect on comparability.",c1d176e7ab7de5937179920c9e54a7419c9e7f58981323f28c2de361fffb6ef5,c1d176e7ab7de5937179920c9e54a7419c9e7f58981323f28c2de361fffb6ef5
GR-TC1-Charter,TC-062,unchanged,"For a real pilot, the responsible authority shall verify participant and institutional permissions, rights to material, protection arrangements, accessible challenge routes, available remedy, and stopping authority before the affected activity starts. A planned safeguard shall not be reported as operational without evidence of implementation.","For a real pilot, the responsible authority shall verify participant and institutional permissions, rights to material, protection arrangements, accessible challenge routes, available remedy, and stopping authority before the affected activity starts. A planned safeguard shall not be reported as operational without evidence of implementation.",bddf16b9411e01d03646620c931860d150a5ae02938d2b1d4a7b5d56aa32a339,bddf16b9411e01d03646620c931860d150a5ae02938d2b1d4a7b5d56aa32a339
GR-TC1-Charter,TC-063,unchanged,A pilot relying on restricted evidence shall identify how authorized assessors can evaluate the relevant requirement and how a public result can communicate limitations safely. Lack of public access shall not be equated with absence of evidence or accepted as proof of adequacy.,A pilot relying on restricted evidence shall identify how authorized assessors can evaluate the relevant requirement and how a public result can communicate limitations safely. Lack of public access shall not be equated with absence of evidence or accepted as proof of adequacy.,161a4e47900e310dbfc92127bb9967f8c40abf6ee94bfe657846e5e48c18bd44,161a4e47900e310dbfc92127bb9967f8c40abf6ee94bfe657846e5e48c18bd44
GR-TC1-Charter,TC-064,unchanged,"The pilot operator shall retain observations of performed tasks, relevant inputs and outputs, failures, participant assistance, departures from the plan, and protection incidents, within the approved access and retention conditions. Simulated events shall remain distinguishable from observed real behavior.","The pilot operator shall retain observations of performed tasks, relevant inputs and outputs, failures, participant assistance, departures from the plan, and protection incidents, within the approved access and retention conditions. Simulated events shall remain distinguishable from observed real behavior.",343517a21c039df770da8b0d2e7f81b0aaea66f1333d7008c8e6629d92d54739,343517a21c039df770da8b0d2e7f81b0aaea66f1333d7008c8e6629d92d54739
GR-TC1-Charter,TC-065,unchanged,"When a stopping condition is met or an unanticipated material harm or authority defect is identified, the pilot operator shall pause the affected activity, notify the responsible authority, protect necessary evidence, and obtain a recorded disposition before restart. Unaffected activity may continue only within its existing authority and safeguards.","When a stopping condition is met or an unanticipated material harm or authority defect is identified, the pilot operator shall pause the affected activity, notify the responsible authority, protect necessary evidence, and obtain a recorded disposition before restart. Unaffected activity may continue only within its existing authority and safeguards.",4f3de1acfac7bdb5742e120eb6a5f504b45c6b901ec976426cc4e54b9c9889c4,4f3de1acfac7bdb5742e120eb6a5f504b45c6b901ec976426cc4e54b9c9889c4
GR-TC1-Charter,TC-066,unchanged,"A pilot restart shall identify the corrected condition, evidence that the response is operational, changed baseline or scope, required further permissions or notice, and the decision maker. A technically successful repair shall not alone establish restored participant protection.","A pilot restart shall identify the corrected condition, evidence that the response is operational, changed baseline or scope, required further permissions or notice, and the decision maker. A technically successful repair shall not alone establish restored participant protection.",440f146afa956ed1d911ab6beda87d94459b4054b1b292fa14f8430ff37e085a,440f146afa956ed1d911ab6beda87d94459b4054b1b292fa14f8430ff37e085a
GR-TC1-Charter,TC-067,unchanged,"The evaluator shall report the actual participant population, excluded or unavailable perspectives, resource burden, supported tasks, failed cases, assistance required, uncertainty, and limits on transfer to other contexts. A small cooperative exercise shall not be presented as evidence of general institutional adoption.","The evaluator shall report the actual participant population, excluded or unavailable perspectives, resource burden, supported tasks, failed cases, assistance required, uncertainty, and limits on transfer to other contexts. A small cooperative exercise shall not be presented as evidence of general institutional adoption.",84776545b00ed57d88b28ab17c4fc077db5554ca9fb700c7b4cd54b029cf367c,84776545b00ed57d88b28ab17c4fc077db5554ca9fb700c7b4cd54b029cf367c
GR-TC1-Charter,TC-068,unchanged,"The committee shall compare pilot results with the declared objectives and assessment criteria and trace each material finding to a requirement change, retained decision with reasons, further inquiry, or narrower claim. Unexpected benefits and harms shall be identified separately from the planned criteria.","The committee shall compare pilot results with the declared objectives and assessment criteria and trace each material finding to a requirement change, retained decision with reasons, further inquiry, or narrower claim. Unexpected benefits and harms shall be identified separately from the planned criteria.",153137f08898d9b86e9c970592ce4f88882f275b90dee85d31c40d546917734d,153137f08898d9b86e9c970592ce4f88882f275b90dee85d31c40d546917734d
GR-TC1-Charter,TC-069,unchanged,"Where an outcome depends on later institutional action or effects on future capacity, the report shall state whether that action or effect was observed, is pending, or was outside the study period. A corrected record shall not be treated as evidence that downstream consequences were repaired.","Where an outcome depends on later institutional action or effects on future capacity, the report shall state whether that action or effect was observed, is pending, or was outside the study period. A corrected record shall not be treated as evidence that downstream consequences were repaired.",51793fd8532a0b1442a0c1e6c290b9d363cc910cf9237164446d336ee6cd0355,51793fd8532a0b1442a0c1e6c290b9d363cc910cf9237164446d336ee6cd0355
GR-TC1-Charter,TC-070,unchanged,"An implementation-evidence package shall identify source and artifact versions, configuration, test material, expected and actual outcomes, access or licence constraints, and instructions sufficient for an authorized reviewer to repeat the relevant assessment. Reproduction gaps shall be disclosed.","An implementation-evidence package shall identify source and artifact versions, configuration, test material, expected and actual outcomes, access or licence constraints, and instructions sufficient for an authorized reviewer to repeat the relevant assessment. Reproduction gaps shall be disclosed.",648cc439ecf61962c129fcf5411941f60e609879b5b3b06131c0c6efc3b95649,648cc439ecf61962c129fcf5411941f60e609879b5b3b06131c0c6efc3b95649
